sample,mean_monthly_return,std_monthly_return,min_monthly_return,max_monthly_return
in_sample,0.004916659132455765,0.03399820233136737,-0.08528605619713724,0.09977396672228464
out_of_sample,0.006846344046701439,0.03220671098204334,-0.06421322508489023,0.0608193788215108
