Date,spot,fx_return,rate_au,rate_us,rate_au_lag,rate_us_lag,i_au_m,i_us_m,rate_diff_lag,signal,position,carry_log_diff,fx_log_component,carry_log_component,strategy_log_return,strategy_return,year,rolling_12m_return,rolling_12m_start
2014-08-31,0.9355412125587464,0.0031757628770151,2.5,0.02,2.5,0.01,0.0020833333333333333,8.333333333333334e-06,2.49,1,Long AUD / Short USD,0.002072832905213263,0.0031757628770151,0.002072832905213263,0.005248595782228363,0.005262393790564923,2014,0.0743316257599067,2013-09-30
2014-09-30,0.8716875910758972,-0.0706941061872305,2.5,0.02,2.5,0.02,0.0020833333333333333,1.6666666666666667e-05,2.48,1,Long AUD / Short USD,0.0020644996760452463,-0.0706941061872305,0.0020644996760452463,-0.06862960651118526,-0.06632755776648747,2014,-0.03942182562843055,2013-10-31
2014-10-31,0.8824567198753357,0.0122786523694545,2.5,0.01,2.5,0.02,0.0020833333333333333,1.6666666666666667e-05,2.48,1,Long AUD / Short USD,0.0020644996760452463,0.0122786523694545,0.0020644996760452463,0.014343152045499746,0.014446508612578679,2014,-0.044886041313227154,2013-11-30
2014-11-30,0.8524422645568848,-0.0346042629663612,2.5,0.04,2.5,0.01,0.0020833333333333333,8.333333333333334e-06,2.49,1,Long AUD / Short USD,0.002072832905213263,-0.0346042629663612,0.002072832905213263,-0.03253143006114794,-0.032007974695359875,2014,-0.03815015697708646,2013-12-31
2014-12-31,0.818397581577301,-0.0407572224331791,2.5,0.03,2.5,0.04,0.0020833333333333333,3.3333333333333335e-05,2.46,1,Long AUD / Short USD,0.002047833426034444,-0.0407572224331791,0.002047833426034444,-0.03870938900714466,-0.0379697549090271,2014,-0.05952735346490157,2014-01-31
2015-01-31,0.7782101631164551,-0.0503516393315046,2.5,0.01,2.5,0.03,0.0020833333333333333,2.4999999999999998e-05,2.47,1,Long AUD / Short USD,0.002056166516319359,-0.0503516393315046,0.002056166516319359,-0.04829547281518524,-0.04714779644362477,2015,-0.09312085250439972,2014-02-28
2015-02-28,0.780579149723053,0.0030395235724909,2.28,0.02,2.5,0.01,0.0020833333333333333,8.333333333333334e-06,2.49,1,Long AUD / Short USD,0.002072832905213263,0.0030395235724909,0.002072832905213263,0.005112356477704163,0.005125446870158923,2015,-0.10717951414305016,2014-03-31
2015-03-31,0.7658140659332275,-0.0190967373047384,2.25,0.05,2.28,0.02,0.0018999999999999998,1.6666666666666667e-05,2.26,1,Long AUD / Short USD,0.0018815307553009316,-0.0190967373047384,0.0018815307553009316,-0.017215206549437468,-0.01706787156010603,2015,-0.1524366419198988,2014-04-30
2015-04-30,0.7994883060455322,0.0430324990749897,2.25,0.0,2.25,0.05,0.001875,4.1666666666666665e-05,2.2,1,Long AUD / Short USD,0.0018315785830451247,0.0430324990749897,0.0018315785830451247,0.04486407765803482,0.04588569101442075,2015,-0.11675907409070829,2014-05-31
2015-05-31,0.7658140659332275,-0.0430324990749897,2.04,0.01,2.25,0.0,0.001875,0.0,2.25,1,Long AUD / Short USD,0.0018732443816803477,-0.0430324990749897,0.0018732443816803477,-0.04115925469330935,-0.04032371517494571,2015,-0.15741777738952611,2014-06-30
2015-06-30,0.767283022403717,0.0019163260190142,2.0,0.02,2.04,0.01,0.0017000000000000001,8.333333333333334e-06,2.0300000000000002,1,Long AUD / Short USD,0.0016902233369701736,0.0019163260190142,0.0016902233369701736,0.0036065493559843736,0.003613060780684574,2015,-0.165604045524681,2014-07-31
2015-07-31,0.7294477820396423,-0.0505679476057992,2.0,0.04,2.0,0.02,0.0016666666666666668,1.6666666666666667e-05,1.98,1,Long AUD / Short USD,0.0016486127912818897,-0.0505679476057992,0.0016486127912818897,-0.04891933481451731,-0.0477420593361112,2015,-0.199312834500738,2014-08-31
2015-08-31,0.7140816450119019,-0.0212904803621357,2.0,0.0,2.0,0.04,0.0016666666666666668,3.3333333333333335e-05,1.96,1,Long AUD / Short USD,0.0016319465412710874,-0.0212904803621357,0.0016319465412710874,-0.01965853382086461,-0.019466564845805334,2015,-0.21900934351033408,2014-09-30
2015-09-30,0.7003781795501709,-0.0193768589007814,2.0,0.0,2.0,0.0,0.0016666666666666668,0.0,2.0,1,Long AUD / Short USD,0.0016652793190612106,-0.0193768589007814,0.0016652793190612106,-0.01771157958172019,-0.017555651490810953,2015,-0.1782130198988392,2014-10-31
2015-10-31,0.7090187072753906,0.012261465964177,2.0,0.01,2.0,0.0,0.0016666666666666668,0.0,2.0,1,Long AUD / Short USD,0.0016652793190612106,0.012261465964177,0.0016652793190612106,0.01392674528323821,0.01402417416400259,2015,-0.178555146317671,2014-11-30
2015-11-30,0.7183908224105835,0.0131318302436166,2.0,0.11,2.0,0.01,0.0016666666666666668,8.333333333333334e-06,1.99,1,Long AUD / Short USD,0.0016569460204499066,0.0131318302436166,0.0016569460204499066,0.014788776264066507,0.014898671285093146,2015,-0.13874983600840918,2014-12-31
2015-12-31,0.7284913063049316,0.0139619500059986,2.0,0.14,2.0,0.11,0.0016666666666666668,9.166666666666667e-05,1.89,1,Long AUD / Short USD,0.0015736168535266989,0.0139619500059986,0.0015736168535266989,0.015535566859525299,0.01565687114117642,2015,-0.09074101225704567,2015-01-31
2016-01-31,0.7086167335510254,-0.0276608847724876,2.0,0.22,2.0,0.14,0.0016666666666666668,0.00011666666666666668,1.8599999999999999,1,Long AUD / Short USD,0.0015486194574208247,-0.0276608847724876,0.0015486194574208247,-0.026112265315066774,-0.025774288287279346,2016,-0.07034534720194063,2015-02-28
2016-02-29,0.7128092050552368,0.0058989829125865,2.0,0.23,2.0,0.22,0.0016666666666666668,0.00018333333333333334,1.78,1,Long AUD / Short USD,0.001481962789229703,0.0058989829125865,0.001481962789229703,0.007380945701816203,0.007408252022356621,2016,-0.0682339486319612,2015-03-31
2016-03-31,0.7661073803901672,0.072108553181276,2.0,0.18,2.0,0.23,0.0016666666666666668,0.00019166666666666667,1.77,1,Long AUD / Short USD,0.0014736310181034074,0.072108553181276,0.0014736310181034074,0.07358218419937941,0.07635699257468431,2016,0.020327727434762632,2015-04-30
2016-04-30,0.7634170055389404,-0.0035179270766877,2.0,0.16,2.0,0.18,0.0016666666666666668,0.00015,1.82,1,Long AUD / Short USD,0.0015152905679363371,-0.0035179270766877,0.0015152905679363371,-0.002002636508751363,-0.002000632570201666,2016,-0.026388413858760118,2015-05-31
2016-05-31,0.7195797562599182,-0.0591370463699807,1.77,0.27,2.0,0.16,0.0016666666666666668,0.00013333333333333334,1.84,1,Long AUD / Short USD,0.0015319548738267218,-0.0591370463699807,0.0015319548738267218,-0.057605091496153976,-0.055977323582226735,2016,-0.042269325736274066,2015-06-30
2016-06-30,0.7469933032989502,0.0373888505525785,1.75,0.2,1.77,0.27,0.001475,0.00022500000000000002,1.5,1,Long AUD / Short USD,0.0012489385647041157,0.0373888505525785,0.0012489385647041157,0.03863778911728261,0.03939393566445748,2016,-0.008124252532937137,2015-07-31
2016-07-31,0.751258373260498,0.0056934112596247,1.75,0.19,1.75,0.2,0.0014583333333333334,0.00016666666666666666,1.55,1,Long AUD / Short USD,0.0012906182186576032,0.0056934112596247,0.0012906182186576032,0.006984029478282304,0.007008474687710375,2016,0.04890412658589538,2015-08-31
2016-08-31,0.7524454593658447,0.0015788831898869,1.52,0.26,1.75,0.19,0.0014583333333333334,0.00015833333333333332,1.56,1,Long AUD / Short USD,0.0012989501980443343,0.0015788831898869,0.0012989501980443343,0.0028778333879312342,0.0028819783256286424,2016,0.07281099025343951,2015-09-30
2016-09-30,0.7628347277641296,0.0137128846382708,1.5,0.2,1.52,0.26,0.0012666666666666666,0.00021666666666666666,1.26,1,Long AUD / Short USD,0.0010492219233993085,0.0137128846382708,0.0010492219233993085,0.014762106561670109,0.0148716046004993,2016,0.10822095191825021,2015-10-31
2016-10-31,0.7598206996917725,-0.0039589153981695,1.5,0.2,1.5,0.2,0.00125,0.00016666666666666666,1.3,1,Long AUD / Short USD,0.00108256662111113,-0.0039589153981695,0.00108256662111113,-0.0028763487770583703,-0.00287221604925314,2016,0.0897549881639308,2015-11-30
2016-11-30,0.7484470009803772,-0.0150820896090305,1.5,0.38,1.5,0.2,0.00125,0.00016666666666666666,1.3,1,Long AUD / Short USD,0.00108256662111113,-0.0150820896090305,0.00108256662111113,-0.01399952298791937,-0.0139019853565846,2016,0.0588300691294783,2015-12-31
2016-12-31,0.7234842777252197,-0.0339215794005286,1.5,0.44,1.5,0.38,0.00125,0.00031666666666666665,1.12,1,Long AUD / Short USD,0.0009326028620717838,-0.0339215794005286,0.0009326028620717838,-0.03298897653845681,-0.03245077472807856,2016,0.008677479757275508,2016-01-31
2017-01-31,0.7565441131591797,0.0446820287229469,1.5,0.5,1.5,0.44,0.00125,0.00036666666666666667,1.06,1,Long AUD / Short USD,0.0008826199395598991,0.0446820287229469,0.0008826199395598991,0.0455646486625068,0.04661866492369282,2017,0.08363048163263787,2016-02-29
