Date,spot,fx_return,rate_au,rate_us,infl_au,infl_us,actual_fx_change,uip_implied_change,ppp_implied_change,uip_deviation,ppp_deviation
2018-11-30,0.7321876883506775,0.0308778969056907,1.5,2.31,0.0017291921391864,-0.0033549701418769,0.0308778969056907,0.0006750000000000001,-0.0050841622810633,-0.030202896905690703,-0.035962059186754
2018-12-31,0.7044734358787537,-0.0385862616647199,1.5,2.44,0.0017262071945332,-0.0031990744014089,-0.0385862616647199,0.0007833333333333333,-0.0049252815959421005,0.03936959499805323,0.0336609800687778
2019-01-31,0.7254682779312134,0.0293667226643016,1.5,2.42,-4.206718129484699e-05,0.0019047814167567,0.0293667226643016,0.0007666666666666667,0.001946848598051547,-0.028600055997634936,-0.027419874066250054
2019-02-28,0.7148473858833313,-0.0147482733513584,1.5,2.44,-4.2068951016993594e-05,0.004218144247722,-0.0147482733513584,0.0007833333333333333,0.004260213198738994,0.015531606684691734,0.019008486550097393
2019-03-31,0.7083156108856201,-0.0091793011428607,1.5,2.43,-4.207072088746599e-05,0.0056255054879494,-0.0091793011428607,0.0007750000000000001,0.005667576208836866,0.0099543011428607,0.014846877351697565
2019-04-30,0.7055171132087708,-0.0039587446009913,1.5,2.43,0.0019754130622606,0.0052810323815544,-0.0039587446009913,0.0007750000000000001,0.0033056193192938,0.0047337446009913,0.0072643639202851
2019-05-31,0.6906077861785889,-0.0213589684450228,1.5,2.35,0.0019715184976041,0.0021264959932638,-0.0213589684450228,0.0007083333333333334,0.00015497749565970007,0.022067301778356134,0.0215139459406825
2019-06-30,0.7003781795501709,0.014048386252441,1.28,2.18,0.0019676392591536,0.0001991273543131,0.014048386252441,0.0007500000000000001,-0.0017685119048404998,-0.013298386252441,-0.0158168981572815
2019-07-31,0.6875215172767639,-0.0185273187495775,1.02,2.01,0.0018802888648519,0.0016695471526695,-0.0185273187495775,0.0008249999999999998,-0.00021074171218240004,0.0193523187495775,0.0183165770373951
2019-08-31,0.673582136631012,-0.0204831835848426,1.0,2.1,0.0018767600128599,-5.066951976129275e-05,-0.0204831835848426,0.0009166666666666668,-0.0019274295326211928,0.021399850251509266,0.01855575405222141
2019-09-30,0.6760868430137634,0.0037115904653789,1.0,1.91,0.0018732443816809,0.0007831418412909,0.0037115904653789,0.0007583333333333332,-0.00109010254039,-0.002953257132045567,-0.0048016930057689
2019-10-31,0.6897883415222168,0.0200632653277823,0.76,1.59,0.0022847657669835,0.0022835811948453,0.0200632653277823,0.0006916666666666667,-1.184572138200092e-06,-0.019371598661115635,-0.0200644498999205
2019-11-30,0.6769000291824341,-0.0188612044899436,0.75,1.62,0.0022795575097607,-0.0005363868643861,-0.0188612044899436,0.0007250000000000001,-0.0028159443741468003,0.0195862044899436,0.016045260115796798
2019-12-31,0.7001398801803589,0.033756549282923,0.75,1.48,0.0022743729435967,-0.0009101836165195,0.033756549282923,0.0006083333333333333,-0.0031845565601162002,-0.033148215949589666,-0.0369411058430392
2020-01-31,0.6708257794380188,-0.0427706838132236,0.75,1.56,0.0012383902511468,0.0038722630408534,-0.0427706838132236,0.0006750000000000001,0.0026338727897066002,0.043445683813223605,0.045404556602930204
2020-02-29,0.6580203175544739,-0.019273651505173,0.75,1.45,0.0012368585373963,0.0027368694851341,-0.019273651505173,0.0005833333333333333,0.0015000109477377999,0.019856984838506335,0.0207736624529108
2020-03-31,0.6168993711471558,-0.0645298917515569,0.43,0.05,0.0012353306079928,-0.0021788229435228,-0.0645298917515569,-0.00031666666666666665,-0.0034141535515155997,0.06421322508489023,0.061115738200041306
2020-04-30,0.6555013060569763,0.0606943788215108,0.25,0.1,-0.00644044832101,-0.0067093996346097,0.0606943788215108,-0.000125,-0.00026895131359969994,-0.0608193788215108,-0.060963330135110495
2020-05-31,0.6633498668670654,0.0119022580041069,0.25,0.13,-0.0064821967192294,1.950142652962228e-05,0.0119022580041069,-9.999999999999999e-05,0.006501698145759022,-0.012002258004106899,-0.005400559858347877
2020-06-30,0.6871907711029053,0.0353093872042774,0.25,0.13,-0.0065244898952823,0.0054571296728553,0.0353093872042774,-9.999999999999999e-05,0.0119816195681376,-0.0354093872042774,-0.0233277676361398
2020-07-31,0.7203676700592041,0.0471497936619956,0.25,0.09,0.0051478549241039,0.0050454935647907,0.0471497936619956,-0.00013333333333333334,-0.00010236135931319945,-0.04728312699532893,-0.0472521550213088
2020-08-31,0.7373000383377075,0.0232331824617317,0.25,0.08,0.0051214901777498,0.0031482495816383,0.0232331824617317,-0.00014166666666666665,-0.0019732405961115002,-0.023374849128398364,-0.0252064230578432
2020-09-30,0.714360237121582,-0.0316075481040992,0.25,0.08,0.0050953941101115,0.0013917779708272,-0.0316075481040992,-0.00014166666666666665,-0.0037036161392843,0.031465881437432536,0.0279039319648149
2020-10-31,0.7037599682807922,-0.0149500250155774,0.25,0.08,0.0030118640612233,0.0004148516964708,-0.0149500250155774,-0.00014166666666666665,-0.0025970123647525,0.014808358348910733,0.0123530126508249
2020-11-30,0.7400281429290771,0.0502508725869351,0.11,0.08,0.0030028199688594,-0.0006108137265723,0.0502508725869351,-2.4999999999999998e-05,-0.0036136336954317003,-0.0502758725869351,-0.0538645062823668
2020-12-31,0.7689290642738342,0.0383105046733477,0.1,0.08,0.0029938300295295,0.0009410355541641,0.0383105046733477,-1.666666666666667e-05,-0.0020527944753654,-0.038327171340014364,-0.0403632991487131
2021-01-31,0.7669699192047119,-0.0025511393037654,0.1,0.07,0.0019228021551978,0.0042447617254151,-0.0025511393037654,-2.4999999999999998e-05,0.0023219595702172998,0.0025261393037654,0.0048730988739827
