Date,cpi_au,cpi_us,infl_au,infl_us,infl_diff
2020-10-31,80.91333333333334,260.388,0.003011864061223335,0.0004148516964708193,0.0025970123647525156
2020-11-30,81.15666666666667,260.229,0.003002819968859427,-0.0006108137265723457,0.0036136336954317727
2020-12-31,81.4,260.474,0.002993830029529576,0.000941035554164138,0.002052794475365438
2021-01-31,81.55666666666667,261.582,0.0019228021551978003,0.004244761725415103,-0.0023219595702173024
2021-02-28,81.71333333333334,263.014,0.001919112081216312,0.005459452823898481,-0.0035403407426821687
2021-03-31,81.87,264.877,0.0019154361434479128,0.007058304591274656,-0.005142868447826743
2021-04-30,82.07000000000001,267.054,0.0024399182532635066,0.0081853178506206,-0.005745399597357093
2021-05-31,82.27,269.195,0.0024339795392185337,0.00798513890476471,-0.005551159365546177
2021-06-30,82.47,271.696,0.0024280696644254363,0.009247770157126745,-0.006819700492701308
2021-07-31,82.70333333333333,273.003,0.0028253167001963675,0.004798989931623865,-0.0019736732314274974
2021-08-31,82.93666666666667,273.567,0.0028173567697846735,0.0020637803032803603,0.0007535764665043132
2021-09-30,83.17,274.31,0.0028094415653505678,0.002712289274748869,9.715229060169861e-05
2021-10-31,83.52333333333334,276.589,0.004239328057581204,0.008273796107322262,-0.004034468049741058
2021-11-30,83.87666666666667,277.948,0.004221431995788727,0.004901396013902826,-0.0006799640181140987
2021-12-31,84.23,278.802,0.00420368639330615,0.003067806626962266,0.0011358797663438835
2022-01-31,84.83666666666667,281.148,0.007176686954101008,0.008379368610716753,-0.001202681656615745
2022-02-28,85.44333333333333,283.716,0.007125548902329193,0.009092516755119462,-0.001966967852790269
2022-03-31,86.05,287.504,0.007075134473845779,0.013263035356475328,-0.006187900882629549
2022-04-30,86.56333333333333,289.109,0.005947800633245848,0.005567006450146295,0.00038079418309955315
2022-05-31,87.07666666666667,292.296,0.005912633365708686,0.010963207818674547,-0.005050574452965861
2022-06-30,87.59,296.311,0.005877879518495277,0.013642590973445223,-0.007764711454949946
2022-07-31,88.12666666666667,296.276,0.0061083373081460834,-0.00011812611495187753,0.006226463423097961
2022-08-31,88.66333333333334,296.171,0.006071251938811528,-0.0003544620906152929,0.006425714029426821
2022-09-30,89.2,296.808,0.00603461416400819,0.0021484748870692627,0.003886139276938927
2022-10-31,89.75,298.012,0.006146987782424951,0.004048289043161901,0.0020986987392630496
2022-11-30,90.3,297.711,0.006109433054550806,-0.0010105368623163358,0.0071199699168671415
2022-12-31,90.85,296.797,0.006072334419240377,-0.003074813863282344,0.009147148282522721
2023-01-31,91.25999999999999,299.17,0.004502780657076322,0.007963570268104014,-0.0034607896110276926
2023-02-28,91.67,300.84,0.004482596474428391,0.005566588264668937,-0.001083991790240546
2023-03-31,92.08,301.836,0.004462592439942625,0.003305261555975214,0.0011573308839674112
2023-04-30,92.34333333333333,303.363,0.0028557504903252706,0.00504628474408797,-0.0021905342537626993
2023-05-31,92.60666666666667,304.127,0.002847618397180618,0.0025152690671186306,0.0003323493300619873
2023-06-30,92.87,305.109,0.0028395324867842575,0.0032237124872409595,-0.000384180000456702
2023-07-31,93.22666666666667,305.691,0.003833138011144044,0.0019056980227132314,0.0019274399884308124
2023-08-31,93.58333333333333,307.026,0.0038185011513816036,0.004357646719562069,-0.0005391455681804658
2023-09-30,93.94,307.789,0.003803975648406066,0.0024820487194014973,0.0013219269290045688
2023-10-31,94.13666666666667,307.671,0.002091346490054491,-0.00038345303170306266,0.0024747995217575536
2023-11-30,94.33333333333333,307.051,0.0020869818862241374,-0.0020171726739270923,0.00410415456015123
2023-12-31,94.53,306.746,0.00208263546216525,-0.0009938139974714488,0.0030764494596366987
