term,coef,std_error,p_value,ci_low,ci_high
const,-0.0030820031609390445,0.004724425346135091,0.5153328541214104,-0.01242939441633512,0.006265388094457031
uip_implied_change,-2.1192390231344076,2.0528865432283676,0.3038530234637903,-6.180925327097527,1.9424472808287119
