term,coef,std_error,p_value,ci_low,ci_high
const,0.0008759650870004971,0.002996036887620975,0.7704699444546206,-0.005051767272471014,0.006803697446472009
ppp_implied_change,0.6934034498024307,1.0103715555997823,0.49376470974079656,-1.3056414184248681,2.69244831802973
