term,coef,p_value,ci_low,ci_high
const,-0.0030820031609390557,0.5153328541214076,-0.0124293944163351,0.006265388094456989
uip_implied_change,2.119239023134388,0.30385302346378557,-1.942447280828655,6.180925327097431
