term,coef,p_value,ci_low,ci_high
const,0.0008759650870005126,0.7704699444546166,-0.005051767272470999,0.006803697446472025
ppp_implied_change,-0.6934034498024492,0.4937647097407831,-2.692448318029739,1.3056414184248406
